#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",9.0878,2012
DEU,Germany,43006,Vulnerable employment (% of total employment),6.817,2012
DEU,Germany,43606,"Internet users, total (% of population)",82.35,2012
DEU,Germany,44206,Total population (millions),80.972629,2012
DEU,Germany,45106,Urban population (%),77.2,2012
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),114.113,2012
DEU,Germany,46106,Primary school dropout rate (% of primary school cohort),3.51825,2012
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",11.71402,2012
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",53.624,2012
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.591,2012
DEU,Germany,52306,Research and development expenditure (% of GDP),2.86813,2012
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.41495886,2012
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",1.8553073,2012
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.357825,2012
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",4.020651,2012
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",51.099,2012
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",95.548,2012
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2012
DEU,Germany,61006,"Homicide rate (per 100,000 people)",0.81385526,2012
DEU,Germany,63106,Population ages 15–64 (millions),53.238055,2012
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",101.6142,2012
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",102.16761,2012
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2012
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2012
DEU,Germany,65606,Gross fixed capital formation (% of GDP),20.32109306,2012
DEU,Germany,68606,Gender Inequality Index (GII),0.091,2012
DEU,Germany,69206,Life expectancy at birth (years),80.391,2012
DEU,Germany,69706,Expected years of schooling (years),16.91199563,2012
DEU,Germany,71406,Inequality-adjusted education index,0.915830211,2012
DEU,Germany,71506,Inequality-adjusted life expectancy index,0.891928615,2012
DEU,Germany,71606,Inequality-adjusted income index,0.805111485,2012
DEU,Germany,73506,Overall loss in HDI due to inequality (%),6.852248394,2012
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",5,2012
DEU,Germany,97306,Natural resource depletion (% of GNI),0.084572027,2012
DEU,Germany,100806,Forest area (% of total land area),32.74516555,2012
DEU,Germany,101606,Inequality in education (%),1.8,2012
DEU,Germany,101706,Inequality in income (%),14.5,2012
DEU,Germany,101806,Inequality in life expectancy (%),4,2012
DEU,Germany,103006,Mean years of schooling (years),13.88519,2012
DEU,Germany,103206,Life expectancy index,0.929092308,2012
DEU,Germany,103606,Income index,0.941650859,2012
DEU,Germany,103706,Education index,0.932617323,2012
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",8.046,2012
DEU,Germany,111106,International inbound tourists (thousands),30411,2012
DEU,Germany,111306,Private capital flows (% of GDP),2.84831,2012
DEU,Germany,120606,"Life expectancy at birth, female (years)",82.878,2012
DEU,Germany,121106,"Life expectancy at birth, male (years)",77.861,2012
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),20.422,2012
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),31.674,2012
DEU,Germany,123306,"Expected years of schooling, female (years)",16.7117,2012
DEU,Germany,123406,"Expected years of schooling, male (years)",17.1073,2012
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",40287.14698,2012
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",62052.86597,2012
DEU,Germany,128306,"Prison population (per 100,000 people)",84.6,2012
DEU,Germany,132706,Population ages 65 and older (millions),16.862541,2012
DEU,Germany,132806,Population under age 5 (millions),3.396684,2012
DEU,Germany,133206,Exports and imports (% of GDP),86.514055,2012
DEU,Germany,135006,Coefficient of human inequality,6.766666667,2012
DEU,Germany,136906,"Human Development Index (HDI), female",0.915945525,2012
DEU,Germany,137006,"Human Development Index (HDI), male",0.950827941,2012
DEU,Germany,137506,Human Development Index (HDI),0.934,2012
DEU,Germany,137906,Gender Development Index (GDI),0.96331364,2012
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.87,2012
DEU,Germany,140606,"Unemployment, total (% of labour force)",5.379,2012
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),7.1,2012
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),59.942,2012
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),56.718,2012
DEU,Germany,149206,Government expenditure on education (% of GDP),4.93331,2012
DEU,Germany,150606,Employment in agriculture (% of total employment),1.561,2012
DEU,Germany,150706,Employment in services (% of total employment),70.246,2012
DEU,Germany,164406,Adjusted net savings (% of GNI),12.520492,2012
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.932444605,2012
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.839240506,2012
DEU,Germany,170006,Concentration index (exports) (value),0.091692278,2012
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),80.62522298,2012
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.18552972,2012
DEU,Germany,178306,Gross capital formation (% of GDP),19.715988,2012
DEU,Germany,179406,Skilled labour force (% of labour force),87.1297,2012
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,11.98099,2012
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.5,2012
DEU,Germany,181706,Rural population with access to electricity (%),100,2012
DEU,Germany,181806,Current health expenditure (% of GDP),10.776903,2012
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",5.7,2012
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2012
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",61.09999847,2012
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.22307,2012
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4004.896808,2012
DEU,Germany,194906,GDP per capita (2017 PPP $),49796.15574,2012
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2012
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",10.05448409,2012
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),50968.7414,2012
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",14.83666,2012
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",137.01,2012
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",23.61,2012
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.6188,2011
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.25658,2011
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",97.00361,2011
DEU,Germany,24106,"Mean years of schooling, female (years)",13.4029,2011
DEU,Germany,24206,"Mean years of schooling, male (years)",14.3045,2011
DEU,Germany,31706,Share of seats in parliament (% held by women),32.36574746,2011
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",9.4294,2011
DEU,Germany,43006,Vulnerable employment (% of total employment),6.893,2011
DEU,Germany,43606,"Internet users, total (% of population)",81.27,2011
DEU,Germany,44206,Total population (millions),80.855629,2011
DEU,Germany,45106,Urban population (%),77.2,2011
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),112.423,2011
DEU,Germany,46106,Primary school dropout rate (% of primary school cohort),3.75764,2011
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",11.82415,2011
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",53.616,2011
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.73,2011
DEU,Germany,52306,Research and development expenditure (% of GDP),2.79562,2011
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.40960069,2011
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",2.604828,2011
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.412612,2011
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",4.094254,2011
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",52.91,2011
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",98.648,2011
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2011
DEU,Germany,61006,"Homicide rate (per 100,000 people)",0.912737937,2011
DEU,Germany,63106,Population ages 15–64 (millions),53.191082,2011
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",102.46656,2011
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",103.76242,2011
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2011
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2011
DEU,Germany,65606,Gross fixed capital formation (% of GDP),20.3708475,2011
DEU,Germany,68606,Gender Inequality Index (GII),0.093,2011
DEU,Germany,69206,Life expectancy at birth (years),80.261,2011
DEU,Germany,69706,Expected years of schooling (years),16.85360125,2011
DEU,Germany,71406,Inequality-adjusted education index,0.912761396,2011
DEU,Germany,71506,Inequality-adjusted life expectancy index,0.890008615,2011
DEU,Germany,71606,Inequality-adjusted income index,0.805015758,2011
DEU,Germany,73506,Overall loss in HDI due to inequality (%),6.966773848,2011
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",6,2011
DEU,Germany,97306,Natural resource depletion (% of GNI),0.101157218,2011
DEU,Germany,100806,Forest area (% of total land area),32.73754877,2011
DEU,Germany,101606,Inequality in education (%),1.8,2011
DEU,Germany,101706,Inequality in income (%),14.5,2011
DEU,Germany,101806,Inequality in life expectancy (%),4,2011
DEU,Germany,103006,Mean years of schooling (years),13.8401,2011
DEU,Germany,103206,Life expectancy index,0.927092308,2011
DEU,Germany,103606,Income index,0.941538899,2011
DEU,Germany,103706,Education index,0.929492257,2011
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",8.533,2011
DEU,Germany,111106,International inbound tourists (thousands),28374,2011
DEU,Germany,111306,Private capital flows (% of GDP),-1.097533,2011
DEU,Germany,120606,"Life expectancy at birth, female (years)",82.77,2011
DEU,Germany,121106,"Life expectancy at birth, male (years)",77.696,2011
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),20.535,2011
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),31.474,2011
DEU,Germany,123306,"Expected years of schooling, female (years)",16.649,2011
DEU,Germany,123406,"Expected years of schooling, male (years)",17.0528,2011
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",40276.19581,2011
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",62000.08422,2011
DEU,Germany,128306,"Prison population (per 100,000 people)",86,2011
DEU,Germany,132706,Population ages 65 and older (millions),16.741523,2011
DEU,Germany,132806,Population under age 5 (millions),3.393667,2011
DEU,Germany,133206,Exports and imports (% of GDP),85.206121,2011
DEU,Germany,135006,Coefficient of human inequality,6.766666667,2011
DEU,Germany,136906,"Human Development Index (HDI), female",0.914136357,2011
DEU,Germany,137006,"Human Development Index (HDI), male",0.949101706,2011
DEU,Germany,137506,Human Development Index (HDI),0.933,2011
DEU,Germany,137906,Gender Development Index (GDI),0.963159534,2011
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.868,2011
DEU,Germany,140606,"Unemployment, total (% of labour force)",5.824,2011
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),7.49,2011
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),60.002,2011
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),56.507,2011
DEU,Germany,149206,Government expenditure on education (% of GDP),4.8078,2011
DEU,Germany,150606,Employment in agriculture (% of total employment),1.645,2011
DEU,Germany,150706,Employment in services (% of total employment),70.119,2011
DEU,Germany,164406,Adjusted net savings (% of GNI),13.699152,2011
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.925219698,2011
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.846120361,2011
DEU,Germany,170006,Concentration index (exports) (value),0.090195289,2011
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),80.37020876,2011
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.18180437,2011
DEU,Germany,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",80.3,2011
DEU,Germany,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),98.70453644,2011
DEU,Germany,178306,Gross capital formation (% of GDP),21.635234,2011
DEU,Germany,179406,Skilled labour force (% of labour force),86.919,2011
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,12.12098,2011
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.4,2011
DEU,Germany,181706,Rural population with access to electricity (%),100,2011
DEU,Germany,181806,Current health expenditure (% of GDP),10.720538,2011
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",5.8,2011
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2011
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",60.09999847,2011
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.22012,2011
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",3988.164421,2011
DEU,Germany,194906,GDP per capita (2017 PPP $),49681.2864,2011
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2011
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",10.01474455,2011
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),50930.978,2011
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",15.20809,2011
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",135.85,2011
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",20.46,2011
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.3879,2010
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",95.97421,2010
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",96.82807,2010
DEU,Germany,24106,"Mean years of schooling, female (years)",13.2921,2010
DEU,Germany,24206,"Mean years of schooling, male (years)",14.2663,2010
DEU,Germany,31706,Share of seats in parliament (% held by women),31.69319826,2010
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",9.771,2010
DEU,Germany,43006,Vulnerable employment (% of total employment),6.713,2010
DEU,Germany,43606,"Internet users, total (% of population)",82,2010
DEU,Germany,44206,Total population (millions),80.827001,2010
DEU,Germany,45106,Urban population (%),77,2010
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),109.369,2010
DEU,Germany,46106,Primary school dropout rate (% of primary school cohort),3.38377,2010
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",12.68383,2010
DEU,Germany,47906,Median age (years),44.333,2010
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",52.771,2010
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.459,2010
DEU,Germany,49006,Sex ratio at birth (male to female births),1.05,2010
DEU,Germany,52306,Research and development expenditure (% of GDP),2.71367,2010
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.37654533,2010
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",2.5332312,2010
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.475697,2010
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",4.178109,2010
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",53.275,2010
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",101.933,2010
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2010
DEU,Germany,61006,"Homicide rate (per 100,000 people)",0.981107786,2010
DEU,Germany,63106,Population ages 15–64 (millions),53.247914,2010
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",102.99588,2010
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",103.97484,2010
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2010
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2010
DEU,Germany,65606,Gross fixed capital formation (% of GDP),19.54250507,2010
DEU,Germany,68606,Gender Inequality Index (GII),0.097,2010
DEU,Germany,69206,Life expectancy at birth (years),80.124,2010
DEU,Germany,69706,Expected years of schooling (years),16.79520688,2010
DEU,Germany,71406,Inequality-adjusted education index,0.90405411,2010
DEU,Germany,71506,Inequality-adjusted life expectancy index,0.884285292,2010
DEU,Germany,71606,Inequality-adjusted income index,0.776477567,2010
DEU,Germany,73506,Overall loss in HDI due to inequality (%),7.982740022,2010
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",6,2010
DEU,Germany,97106,Fresh water withdrawals (% of total renewable water resources),21.42,2010
DEU,Germany,97306,Natural resource depletion (% of GNI),0.078624983,2010
DEU,Germany,100806,Forest area (% of total land area),32.73087185,2010
DEU,Germany,101606,Inequality in education (%),2.3,2010
DEU,Germany,101706,Inequality in income (%),16.7,2010
DEU,Germany,101806,Inequality in life expectancy (%),4.4,2010
DEU,Germany,103006,Mean years of schooling (years),13.7641,2010
DEU,Germany,103206,Life expectancy index,0.924984615,2010
DEU,Germany,103606,Income index,0.932145939,2010
DEU,Germany,103706,Education index,0.925336858,2010
DEU,Germany,110806,"Net migration rate (per 1,000 people)",0.106,2010
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",9.826,2010
DEU,Germany,111106,International inbound tourists (thousands),26875,2010
DEU,Germany,111306,Private capital flows (% of GDP),6.321239,2010
DEU,Germany,112506,"Suicide rate, male (per 100,000 people, age-standardized)",15.3,2010
DEU,Germany,112606,"Suicide rate, female (per 100,000 people, age-standardized)",4.6,2010
DEU,Germany,120606,"Life expectancy at birth, female (years)",82.662,2010
DEU,Germany,121106,"Life expectancy at birth, male (years)",77.516,2010
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),20.596,2010
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),31.198,2010
DEU,Germany,123306,"Expected years of schooling, female (years)",16.5862,2010
DEU,Germany,123406,"Expected years of schooling, male (years)",16.9982,2010
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",37008.4988,2010
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",59147.7228,2010
DEU,Germany,128306,"Prison population (per 100,000 people)",87.6,2010
DEU,Germany,132706,Population ages 65 and older (millions),16.612172,2010
DEU,Germany,132806,Population under age 5 (millions),3.390198,2010
DEU,Germany,133206,Exports and imports (% of GDP),79.868624,2010
DEU,Germany,135006,Coefficient of human inequality,7.8,2010
DEU,Germany,136906,"Human Development Index (HDI), female",0.907457633,2010
DEU,Germany,137006,"Human Development Index (HDI), male",0.944907663,2010
DEU,Germany,137506,Human Development Index (HDI),0.927,2010
DEU,Germany,137906,Gender Development Index (GDI),0.960366467,2010
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.853,2010
DEU,Germany,140606,"Unemployment, total (% of labour force)",6.966,2010
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),8.3,2010
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),59.433,2010
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),55.292,2010
DEU,Germany,149206,Government expenditure on education (% of GDP),4.91368,2010
DEU,Germany,150606,Employment in agriculture (% of total employment),1.647,2010
DEU,Germany,150706,Employment in services (% of total employment),70.043,2010
DEU,Germany,164406,Adjusted net savings (% of GNI),11.600601,2010
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.882097256,2010
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.818927739,2010
DEU,Germany,170006,Concentration index (exports) (value),0.089994034,2010
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),79.56035026,2010
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.02046204,2010
DEU,Germany,178306,Gross capital formation (% of GDP),20.065785,2010
DEU,Germany,179406,Skilled labour force (% of labour force),86.4384,2010
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,11.76011,2010
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.4,2010
DEU,Germany,181706,Rural population with access to electricity (%),100,2010
DEU,Germany,181806,Current health expenditure (% of GDP),11.005403,2010
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",5.8,2010
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2010
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",60.40000153,2010
DEU,Germany,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",315.8,2010
DEU,Germany,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",487.6,2010
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.23678,2010
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",3837.572939,2010
DEU,Germany,194906,GDP per capita (2017 PPP $),46927.32949,2010
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2010
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",10.29838642,2010
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),47860.4392,2010
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",14.58947,2010
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",148.32,2010
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",23.77,2010
DEU,Germany,43006,Vulnerable employment (% of total employment),6.758,2009
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",13.00225,2009
DEU,Germany,52306,Research and development expenditure (% of GDP),2.72644,2009
DEU,Germany,69206,Life expectancy at birth (years),79.974,2009
DEU,Germany,69706,Expected years of schooling (years),16.7368125,2009
DEU,Germany,103006,Mean years of schooling (years),13.74119,2009
DEU,Germany,103206,Life expectancy index,0.922676923,2009
DEU,Germany,103606,Income index,0.926119583,2009
DEU,Germany,103706,Education index,0.922951125,2009
DEU,Germany,137506,Human Development Index (HDI),0.924,2009
DEU,Germany,164406,Adjusted net savings (% of GNI),9.7823029,2009
DEU,Germany,178306,Gross capital formation (% of GDP),18.556464,2009
DEU,Germany,179406,Skilled labour force (% of labour force),85.6016,2009
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2009
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2009
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),45988.6371,2009
DEU,Germany,43006,Vulnerable employment (% of total employment),6.889,2008
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",13.49743,2008
DEU,Germany,52306,Research and development expenditure (% of GDP),2.59957,2008
DEU,Germany,69206,Life expectancy at birth (years),79.81,2008
DEU,Germany,69706,Expected years of schooling (years),16.67841813,2008
DEU,Germany,103006,Mean years of schooling (years),13.67304,2008
DEU,Germany,103206,Life expectancy index,0.920153846,2008
DEU,Germany,103606,Income index,0.932636309,2008
DEU,Germany,103706,Education index,0.919057393,2008
DEU,Germany,137506,Human Development Index (HDI),0.924,2008
DEU,Germany,164406,Adjusted net savings (% of GNI),13.308194,2008
DEU,Germany,178306,Gross capital formation (% of GDP),21.446187,2008
DEU,Germany,179406,Skilled labour force (% of labour force),85.1967,2008
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2008
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2008
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),48016.06055,2008
DEU,Germany,43006,Vulnerable employment (% of total employment),7.156,2007
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",13.62843,2007
DEU,Germany,52306,Research and development expenditure (% of GDP),2.44709,2007
DEU,Germany,69206,Life expectancy at birth (years),79.631,2007
DEU,Germany,69706,Expected years of schooling (years),16.62002375,2007
DEU,Germany,97106,Fresh water withdrawals (% of total renewable water resources),20.95,2007
DEU,Germany,103006,Mean years of schooling (years),13.60081,2007
DEU,Germany,103206,Life expectancy index,0.9174,2007
DEU,Germany,103606,Income index,0.931658591,2007
DEU,Germany,103706,Education index,0.91502766,2007
DEU,Germany,137506,Human Development Index (HDI),0.921,2007
DEU,Germany,164406,Adjusted net savings (% of GNI),14.72474,2007
DEU,Germany,178306,Gross capital formation (% of GDP),21.379928,2007
DEU,Germany,179406,Skilled labour force (% of labour force),84.6543,2007
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2007
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2007
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),47706.27698,2007
DEU,Germany,43006,Vulnerable employment (% of total employment),7.259,2006
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",13.96375,2006
DEU,Germany,52306,Research and development expenditure (% of GDP),2.46388,2006
DEU,Germany,69206,Life expectancy at birth (years),79.435,2006
DEU,Germany,69706,Expected years of schooling (years),16.56162938,2006
DEU,Germany,103006,Mean years of schooling (years),13.52575,2006
DEU,Germany,103206,Life expectancy index,0.914384615,2006
DEU,Germany,103606,Income index,0.927365283,2006
DEU,Germany,103706,Education index,0.910903594,2006
DEU,Germany,137506,Human Development Index (HDI),0.918,2006
DEU,Germany,164406,Adjusted net savings (% of GNI),12.691835,2006
DEU,Germany,178306,Gross capital formation (% of GDP),20.570715,2006
DEU,Germany,179406,Skilled labour force (% of labour force),83.7761,2006
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2006
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2006
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),46369.4561,2006
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.9009,2005
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.50746,2005
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",97.32513,2005
DEU,Germany,24106,"Mean years of schooling, female (years)",12.5377,2005
DEU,Germany,24206,"Mean years of schooling, male (years)",13.5484,2005
DEU,Germany,31706,Share of seats in parliament (% held by women),30.45387994,2005
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",12.37,2005
DEU,Germany,43006,Vulnerable employment (% of total employment),7.45,2005
DEU,Germany,43606,"Internet users, total (% of population)",68.71,2005
DEU,Germany,44206,Total population (millions),81.602739,2005
DEU,Germany,45106,Urban population (%),76,2005
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),97.1426,2005
DEU,Germany,46106,Primary school dropout rate (% of primary school cohort),2.03025,2005
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",14.12233,2005
DEU,Germany,47906,Median age (years),42.124,2005
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",50.682,2005
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.718,2005
DEU,Germany,49006,Sex ratio at birth (male to female births),1.06,2005
DEU,Germany,52306,Research and development expenditure (% of GDP),2.42861,2005
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.24119255,2005
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",2.102577,2005
